"mag_id","ko","cluster"
"L003_bin.7","K01812",3
"L003_bin.7","K21619",3
"L003_bin.7","K01190",3
"L003_bin.7","K18581",3
"L003_bin.7","K21572",3
"L003_bin.7","K21573",3
"L003_bin.7","K01190",3
"L003_bin.7","K09014",3
"L003_bin.7","K03648",3
"L003_bin.7","K01914",3
"L003_bin.7","K17828",3
"L003_bin.7","K02823",3
"L003_bin.7","K00432",3
"L003_bin.7","K02340",3
"L003_bin.7","K01241",3
"L003_bin.7","K00606",3
"L003_bin.7","K06076",3
"L003_bin.7","K06167",3
"L003_bin.7","K00281",3
"L003_bin.7","K01069",3
"L003_bin.7","K03501",3
"L003_bin.7","K00426",3
"L003_bin.7","K00425",3
"L003_bin.7","K22522",3
"L003_bin.7","K01719",3
"L003_bin.7","K03536",3
"L003_bin.7","K08998",3
"L003_bin.7","K03424",3
"L003_bin.7","K01372",3
"L003_bin.7","K01929",3
"L003_bin.7","K07098",3
"L003_bin.7","K07098",3
"L003_bin.7","K00554",3
"L003_bin.7","K00973",3
"L003_bin.7","K01790",3
"L003_bin.7","K01710",3
"L003_bin.7","K02377",3
"L003_bin.7","K00600",3
"L003_bin.7","K03655",3
"L003_bin.7","K02014",3
"L003_bin.7","K08316",3
"L003_bin.7","K06881",3
"L003_bin.7","K02238",3
"L003_bin.7","K01783",3
"L003_bin.7","K17609",3
"L003_bin.7","K01448",3
"L003_bin.7","K02313",3
"L003_bin.7","K03470",3
"L003_bin.7","K01673",3
"L003_bin.7","K06959",3
"L003_bin.7","K04485",3
"L003_bin.7","K00939",3
"L003_bin.7","K03979",3
"L003_bin.7","K05810",3
"L003_bin.7","K04564",3
"L003_bin.7","K03798",3
"L003_bin.7","K09710",3
"L003_bin.7","K00610",3
"L003_bin.7","K00609",3
"L003_bin.7","K00290",3
"L003_bin.7","K16053",3
"L003_bin.7","K00648",3
"L003_bin.7","K10532",3
"L003_bin.7","K08218",3
"L003_bin.7","K06381",3
"L003_bin.7","K00287",3
"L003_bin.7","K00560",3
"L003_bin.7","K11754",3
"L003_bin.7","K01277",3
"L003_bin.7","K01588",3
"L003_bin.7","K02437",3
"L003_bin.7","K03092",3
"L003_bin.7","K00791",3
"L003_bin.7","K15532",3
"L003_bin.7","K21573",3
"L003_bin.7","K21572",3
"L003_bin.7","K09955",3
"L003_bin.7","K15921",3
"L003_bin.7","K01811",3
"L003_bin.7","K01206",3
"L003_bin.7","K01190",3
"L003_bin.7","K25010",3
"L003_bin.7","K02014",3
"L003_bin.7","K14379",3
"L003_bin.7","K07052",3
"L003_bin.7","K00655",3
"L003_bin.7","K03321",3
"L003_bin.7","K07089",3
"L003_bin.7","K03741",3
"L003_bin.7","K03325",3
"L003_bin.7","K03892",3
"L003_bin.7","K02014",3
"L003_bin.7","K02014",3
"L003_bin.7","K02574",3
"L003_bin.7","K07787",3
"L003_bin.7","K07798",3
"L003_bin.7","K15727",3
"L003_bin.7","K08364",3
"L003_bin.7","K00820",3
"L003_bin.7","K25010",3
"L003_bin.7","K09699",3
"L003_bin.7","K00167",3
"L003_bin.7","K07149",3
"L003_bin.7","K12251",3
"L003_bin.7","K10536",3
"L003_bin.7","K00677",3
"L003_bin.7","K16363",3
"L003_bin.7","K02535",3
"L003_bin.7","K02372",3
"L003_bin.7","K02536",3
"L003_bin.7","K22214",3
"L003_bin.7","K06168",3
"L003_bin.7","K03811",3
"L003_bin.7","K03800",3
"L003_bin.7","K00382",3
"L003_bin.7","K03699",3
"L003_bin.7","K00793",3
"L003_bin.7","K07386",3
"L003_bin.7","K01714",3
"L003_bin.7","K03150",3
"L003_bin.7","K01012",3
"L003_bin.7","K18330",3
"L003_bin.7","K00334",3
"L003_bin.7","K18332",3
"L003_bin.7","K18331",3
"L003_bin.7","K00335",3
"L003_bin.7","K17992",3
"L003_bin.7","K07053",3
"L003_bin.7","K17752",3
"L003_bin.7","K04567",3
"L003_bin.7","K07322",3
"L003_bin.7","K07322",3
"L003_bin.7","K01903",3
"L003_bin.7","K01902",3
"L003_bin.7","K14441",3
"L003_bin.7","K03110",3
"L003_bin.7","K02902",3
"L003_bin.7","K00794",3
"L003_bin.7","K03327",3
"L003_bin.7","K00259",3
"L003_bin.7","K00891",3
"L003_bin.7","K06131",3
"L003_bin.7","K06949",3
"L003_bin.7","K02838",3
"L003_bin.7","K09903",3
"L003_bin.7","K03524",3
"L003_bin.7","K07460",3
"L003_bin.7","K11991",3
"L003_bin.7","K00971",3
"L003_bin.7","K01209",3
"L003_bin.7","K09955",3
"L003_bin.7","K01209",3
"L003_bin.7","K00853",3
"L003_bin.7","K06113",3
"L003_bin.7","K01804",3
"L003_bin.7","K03077",3
"L003_bin.7","K01209",3
"L003_bin.7","K21572",3
"L003_bin.7","K00937",3
"L003_bin.7","K07095",3
"L003_bin.7","K01952",3
"L003_bin.7","K07107",3
"L003_bin.7","K04096",3
"L003_bin.7","K03553",3
"L003_bin.7","K00640",3
"L003_bin.7","K01738",3
"L003_bin.7","K03723",3
"L003_bin.7","K13747",3
"L003_bin.7","K00969",3
"L003_bin.7","K01079",3
"L003_bin.7","K01489",3
"L003_bin.7","K02395",3
"L003_bin.7","K02860",3
"L003_bin.7","K00099",3
"L003_bin.7","K11749",3
"L003_bin.7","K00297",3
"L003_bin.7","K03270",3
"L003_bin.7","K00176",3
"L003_bin.7","K00174",3
"L003_bin.7","K02914",3
"L003_bin.7","K06180",3
"L003_bin.7","K01921",3
"L003_bin.7","K03832",3
"L003_bin.7","K03387",3
"L003_bin.7","K24119",3
"L003_bin.7","K03386",3
"L003_bin.7","K06207",3
"L003_bin.7","K01495",3
"L003_bin.7","K00950",3
"L003_bin.7","K01803",3
"L003_bin.7","K00940",3
"L003_bin.7","K22278",3
"L003_bin.7","K14155",3
"L003_bin.7","K23010",3
"L003_bin.7","K05807",3
"L003_bin.7","K21556",3
"L003_bin.7","K00919",3
"L003_bin.7","K01092",3
"L003_bin.7","K07238",3
"L003_bin.7","K00645",3
"L003_bin.7","K00059",3
"L003_bin.7","K07052",3
"L003_bin.7","K03545",3
"L003_bin.7","K01358",3
"L003_bin.7","K03544",3
"L003_bin.7","K03654",3
"L003_bin.7","K01662",3
"L003_bin.7","K03499",3
"L003_bin.7","K03498",3
"L003_bin.7","K03695",3
"L003_bin.7","K11068",3
"L003_bin.7","K02003",3
"L003_bin.7","K02004",3
"L003_bin.7","K01053",3
"L003_bin.7","K00929",3
"L003_bin.7","K00634",3
"L003_bin.7","K01485",3
"L003_bin.7","K01657",3
"L003_bin.7","K01658",3
"L003_bin.7","K00766",3
"L003_bin.7","K01609",3
"L003_bin.7","K01817",3
"L003_bin.7","K01695",3
"L003_bin.7","K16044",3
"L003_bin.7","K01519",3
"L003_bin.7","K09816",3
"L003_bin.7","K00800",3
"L003_bin.7","K03308",3
"L003_bin.7","K01883",3
"L003_bin.7","K06901",3
"L003_bin.7","K02356",3
"L003_bin.7","K07453",3
"L003_bin.7","K07451",3
"L003_bin.7","K09144",3
"L003_bin.7","K03585",3
"L003_bin.7","K10804",3
"L003_bin.7","K01586",3
"L003_bin.7","K00791",3
"L003_bin.7","K06872",3
"L003_bin.7","K03744",3
"L003_bin.7","K00604",3
"L003_bin.7","K03281",3
"L003_bin.7","K07566",3
"L003_bin.7","K06187",3
"L003_bin.7","K00831",3
"L003_bin.7","K02171",3
"L003_bin.7","K02172",3
"L003_bin.7","K03832",3
"L003_bin.7","K04066",3
"L003_bin.7","K00240",3
"L003_bin.7","K00239",3
"L003_bin.7","K00241",3
"L003_bin.7","K01867",3
"L003_bin.7","K01163",3
"L003_bin.7","K03284",3
"L003_bin.7","K02528",3
"L003_bin.7","K07027",3
"L003_bin.7","K01270",3
"L003_bin.7","K00230",3
"L003_bin.7","K03088",3
"L003_bin.7","K00826",3
"L003_bin.7","K02316",3
"L003_bin.7","K01992",3
"L003_bin.7","K25284",3
"L003_bin.7","K25283",3
"L003_bin.7","K25285",3
"L003_bin.7","K02013",3
"L003_bin.7","K25282",3
"L003_bin.7","K01206",3
"L003_bin.7","K00537",3
"L003_bin.7","K05540",3
"L003_bin.7","K03797",3
"L003_bin.7","K21430",3
"L003_bin.7","K08676",3
"L003_bin.7","K07403",3
"L003_bin.7","K00655",3
"L003_bin.7","K01784",3
"L003_bin.7","K00981",3
"L003_bin.7","K07404",3
"L003_bin.7","K00651",3
"L003_bin.7","K12524",3
"L003_bin.7","K15635",3
"L003_bin.7","K01733",3
"L003_bin.7","K04744",3
"L003_bin.7","K07478",3
"L003_bin.7","K01940",3
"L003_bin.7","K00145",3
"L003_bin.7","K13043",3
"L003_bin.7","K00930",3
"L003_bin.7","K01755",3
"L003_bin.7","K21563",3
"L003_bin.7","K00625",3
"L003_bin.7","K00925",3
"L003_bin.7","K03734",3
"L003_bin.7","K01991",3
"L003_bin.7","K09888",3
"L003_bin.7","K18682",3
"L003_bin.7","K07405",3
"L003_bin.7","K03340",3
"L003_bin.7","K13292",3
"L003_bin.7","K02564",3
"L003_bin.7","K03787",3
"L003_bin.7","K01077",3
"L003_bin.7","K01945",3
"L003_bin.7","K02371",3
"L003_bin.7","K00459",3
"L003_bin.7","K01278",3
"L003_bin.7","K13683",3
"L003_bin.7","K03269",3
"L003_bin.7","K03630",3
"L003_bin.7","K03771",3
"L003_bin.7","K09774",3
"L003_bin.7","K03572",3
"L003_bin.7","K19265",3
"L003_bin.7","K07082",3
"L003_bin.7","K07133",3
"L003_bin.7","K02824",3
"L003_bin.7","K02343",3
"L003_bin.7","K07391",3
"L003_bin.7","K01890",3
"L003_bin.7","K03593",3
"L003_bin.7","K06933",3
"L003_bin.7","K06897",3
"L003_bin.7","K03386",3
"L003_bin.7","K00927",3
"L003_bin.7","K01803",3
"L003_bin.7","K07397",3
"L003_bin.7","K01424",3
"L003_bin.7","K04759",3
"L003_bin.7","K04758",3
"L003_bin.7","K01679",3
"L003_bin.7","K01676",3
"L003_bin.7","K01190",3
"L003_bin.7","K03215",3
"L003_bin.7","K09973",3
"L003_bin.7","K02217",3
"L003_bin.7","K00652",3
"L003_bin.7","K07234",3
"L003_bin.7","K03702",3
"L003_bin.7","K02495",3
"L003_bin.7","K01126",3
"L003_bin.7","K01206",3
"L003_bin.7","K01892",3
"L003_bin.7","K06158",3
"L003_bin.7","K02346",3
"L003_bin.7","K03502",3
"L003_bin.7","K03503",3
"L003_bin.7","K00942",3
"L003_bin.7","K00948",3
"L003_bin.7","K07001",3
"L003_bin.7","K00950",3
"L003_bin.7","K07568",3
"L003_bin.7","K03177",3
"L003_bin.7","K06153",3
"L003_bin.7","K09811",3
"L003_bin.7","K00970",3
"L003_bin.7","K00974",3
"L003_bin.7","K03088",3
"L003_bin.7","K03282",3
"L003_bin.7","K00819",3
"L003_bin.7","K06925",3
"L003_bin.7","K01868",3
"L003_bin.7","K02520",3
"L003_bin.7","K01129",3
"L003_bin.7","K00764",3
"L003_bin.7","K06217",3
"L003_bin.7","K01923",3
"L003_bin.7","K05349",3
"L003_bin.7","K01206",3
"L003_bin.7","K02123",3
"L003_bin.7","K02124",3
"L003_bin.7","K13283",3
"L003_bin.7","K03106",3
"L003_bin.7","K01491",3
"L003_bin.7","K00605",3
"L003_bin.7","K01258",3
"L003_bin.7","K02519",3
"L003_bin.7","K02600",3
"L003_bin.7","K09748",3
"L003_bin.7","K06969",3
"L003_bin.7","K01798",3
"L003_bin.7","K01775",3
"L003_bin.7","K06894",3
"L003_bin.7","K07588",3
"L003_bin.7","K01890",3
"L003_bin.7","K01815",3
"L003_bin.7","K00046",3
"L003_bin.7","K00874",3
"L003_bin.7","K01625",3
"L003_bin.7","K08191",3
"L003_bin.7","K09955",3
"L003_bin.7","K06989",3
"L003_bin.7","K03526",3
"L003_bin.7","K03473",3
"L003_bin.7","K00266",3
"L003_bin.7","K03734",3
"L003_bin.7","K01661",3
"L003_bin.7","K02551",3
"L003_bin.7","K19222",3
"L003_bin.7","K01520",3
"L003_bin.7","K03530",3
"L003_bin.7","K07059",3
"L003_bin.7","K07059",3
"L003_bin.7","K18353",3
"L003_bin.7","K01737",3
"L003_bin.7","K10026",3
"L003_bin.7","K00784",3
"L003_bin.7","K00133",3
"L003_bin.7","K09793",3
"L003_bin.7","K09817",3
"L003_bin.7","K09815",3
"L003_bin.7","K21572",3
"L003_bin.7","K21573",3
"L003_bin.7","K01190",3
"L003_bin.7","K01808",3
"L003_bin.7","K25706",3
"L003_bin.7","K01886",3
"L003_bin.7","K03088",3
"L003_bin.7","K18707",3
"L003_bin.7","K02517",3
"L003_bin.7","K16870",3
"L003_bin.7","K00134",3
"L003_bin.7","K06020",3
"L003_bin.7","K03775",3
"L003_bin.7","K01736",3
"L003_bin.7","K07507",3
"L003_bin.7","K03797",3
"L003_bin.7","K09940",3
"L003_bin.7","K09812",3
"L003_bin.7","K01937",3
"L003_bin.7","K03217",3
"L003_bin.7","K02112",3
"L003_bin.7","K02108",3
"L003_bin.7","K02110",3
"L003_bin.7","K02109",3
"L003_bin.7","K02113",3
"L003_bin.7","K02111",3
"L003_bin.7","K02115",3
"L003_bin.7","K03978",3
"L003_bin.7","K07029",3
"L003_bin.7","K07056",3
"L003_bin.7","K07025",3
"L003_bin.7","K01478",3
"L003_bin.7","K02529",3
"L003_bin.7","K16211",3
"L003_bin.7","K03839",3
"L003_bin.7","K25314",3
"L003_bin.7","K01711",3
"L003_bin.7","K15894",3
"L003_bin.7","K19068",3
"L003_bin.7","K15876",3
"L003_bin.7","K03385",3
"L003_bin.7","K01915",3
"L003_bin.7","K03307",3
"L003_bin.7","K03327",3
"L003_bin.7","K01579",3
"L003_bin.7","K01918",3
"L003_bin.7","K03551",3
"L003_bin.7","K18979",3
"L003_bin.7","K16694",3
"L003_bin.7","K12573",3
"L003_bin.7","K00262",3
"L003_bin.7","K01190",3
"L003_bin.7","K01201",3
"L003_bin.7","K16899",3
"L003_bin.7","K21573",3
"L003_bin.7","K19693",3
"L003_bin.7","K15532",3
"L003_bin.7","K01972",3
"L003_bin.7","K14445",3
"L003_bin.7","K01740",3
"L003_bin.7","K07148",3
"L003_bin.7","K02121",3
"L003_bin.7","K03327",3
"L003_bin.7","K03098",3
"L003_bin.7","K07133",3
"L003_bin.7","K03101",3
"L003_bin.7","K06204",3
"L003_bin.7","K01870",3
"L003_bin.7","K00812",3
"L003_bin.7","K06997",3
"L003_bin.7","K07150",3
"L003_bin.7","K03758",3
"L003_bin.7","K02014",3
"L003_bin.7","K09922",3
"L003_bin.7","K08281",3
"L003_bin.7","K19802",3
"L003_bin.7","K20742",3
"L003_bin.7","K00573",3
"L003_bin.7","K04561",3
"L003_bin.7","K01992",3
"L003_bin.7","K07322",3
"L003_bin.7","K00949",3
"L003_bin.7","K03584",3
"L003_bin.7","K02884",3
"L003_bin.7","K01207",3
"L003_bin.7","K00931",3
"L003_bin.7","K00286",3
"L003_bin.7","K02426",3
"L003_bin.7","K00683",3
"L003_bin.7","K11105",3
"L003_bin.7","K01297",3
"L003_bin.7","K02470",3
"L003_bin.7","K02968",3
"L003_bin.7","K05606",3
"L003_bin.7","K01966",3
"L003_bin.7","K01604",3
"L003_bin.7","K23352",3
"L003_bin.7","K23351",3
"L003_bin.7","K20509",3
"L003_bin.7","K20509",3
"L003_bin.7","K00858",3
"L003_bin.7","K03474",3
"L003_bin.7","K03561",3
"L003_bin.7","K03559",3
"L003_bin.7","K15738",3
"L003_bin.7","K22132",3
"L003_bin.7","K01887",3
"L003_bin.7","K15255",3
"L003_bin.7","K08682",3
"L003_bin.7","K01624",3
"L003_bin.7","K00705",3
"L003_bin.7","K07085",3
"L003_bin.7","K03088",3
"L003_bin.7","K06039",3
"L003_bin.7","K03593",3
"L003_bin.7","K03439",3
"L003_bin.7","K01337",3
"L003_bin.7","K02836",3
"L003_bin.7","K13694",3
"L003_bin.7","K00789",3
"L003_bin.7","K10773",3
"L003_bin.7","K19304",3
"L003_bin.7","K01785",3
"L003_bin.7","K06113",3
"L003_bin.7","K01619",3
"L003_bin.7","K07560",3
"L003_bin.7","K03703",3
"L003_bin.7","K00759",3
"L003_bin.7","K03495",3
"L003_bin.7","K07042",3
"L003_bin.7","K06373",3
"L003_bin.7","K06374",3
"L003_bin.7","K01278",3
"L003_bin.7","K03305",3
"L003_bin.7","K07263",3
"L003_bin.7","K00757",3
"L003_bin.7","K07727",3
"L003_bin.7","K02469",3
"L003_bin.7","K03070",3
"L003_bin.7","K02909",3
"L003_bin.7","K03427",3
"L003_bin.7","K01154",3
"L003_bin.7","K01153",3
"L003_bin.7","K03718",3
"L003_bin.7","K03781",3
"L003_bin.7","K02314",3
"L003_bin.7","K03671",3
"L003_bin.7","K03286",3
"L003_bin.7","K08968",3
"L003_bin.7","K01939",3
"L003_bin.7","K06973",3
"L003_bin.7","K07071",3
"L003_bin.7","K04750",3
"L003_bin.7","K13532",3
"L003_bin.7","K11392",3
"L003_bin.7","K03335",3
"L003_bin.7","K07056",3
"L003_bin.7","K00075",3
"L003_bin.7","K00790",3
"L003_bin.7","K00174",3
"L003_bin.7","K02959",3
"L003_bin.7","K01251",3
"L003_bin.7","K12267",3
"L003_bin.7","K07304",3
"L003_bin.7","K19693",3
"L003_bin.7","K04069",3
"L003_bin.7","K23121",3
"L003_bin.7","K00262",3
"L003_bin.7","K06919",3
"L003_bin.7","K03585",3
"L003_bin.7","K07497",3
"L003_bin.7","K15523",3
"L003_bin.7","K01873",3
"L003_bin.7","K01872",3
"L003_bin.7","K07240",3
"L003_bin.7","K07240",3
"L003_bin.7","K03168",3
"L003_bin.7","K00525",3
"L003_bin.7","K03657",3
"L003_bin.7","K00658",3
"L003_bin.7","K00895",3
"L003_bin.7","K03686",3
"L003_bin.7","K03687",3
"L003_bin.7","K02014",3
"L003_bin.7","K04761",3
"L003_bin.7","K00226",3
"L003_bin.7","K06997",3
"L003_bin.7","K01639",3
"L003_bin.7","K17948",3
"L003_bin.7","K12373",3
"L003_bin.7","K05970",3
"L003_bin.7","K02355",3
"L003_bin.7","K00031",3
"L003_bin.7","K00031",3
"L003_bin.7","K06142",3
"L003_bin.7","K01776",3
"L003_bin.7","K03558",3
"L003_bin.7","K01613",3
"L003_bin.7","K17103",3
"L003_bin.7","K01206",3
"L003_bin.7","K01136",3
"L003_bin.7","K21572",3
"L003_bin.7","K21573",3
"L003_bin.7","K21572",3
"L003_bin.7","K01686",3
"L003_bin.7","K01726",3
"L003_bin.7","K01262",3
"L003_bin.7","K01633",3
"L003_bin.7","K06861",3
"L003_bin.7","K07447",3
"L003_bin.7","K01462",3
"L003_bin.7","K01057",3
"L003_bin.7","K00036",3
"L003_bin.7","K02990",3
"L003_bin.7","K02963",3
"L003_bin.7","K02939",3
"L003_bin.7","K21573",3
"L003_bin.7","K21572",3
"L003_bin.7","K07133",3
"L003_bin.7","K01190",3
"L003_bin.7","K01153",3
"L003_bin.7","K01620",3
"L003_bin.7","K00548",3
"L003_bin.7","K03664",3
"L003_bin.7","K03786",3
"L003_bin.7","K00873",3
"L003_bin.7","K00588",3
"L003_bin.7","K02834",3
"L003_bin.7","K09808",3
"L003_bin.7","K02004",3
"L003_bin.7","K00012",3
"L003_bin.7","K00382",3
"L003_bin.7","K11381",3
"L003_bin.7","K00068",3
"L003_bin.7","K02337",3
"L003_bin.7","K03671",3
"L003_bin.7","K00798",3
"L003_bin.7","K02004",3
"L003_bin.7","K02003",3
"L003_bin.7","K02004",3
"L003_bin.7","K02004",3
"L003_bin.7","K02171",3
"L003_bin.7","K02172",3
"L003_bin.7","K21572",3
"L003_bin.7","K00067",3
"L003_bin.7","K02837",3
"L003_bin.7","K01834",3
"L003_bin.7","K03327",3
"L003_bin.7","K01926",3
"L003_bin.7","K02919",3
"L003_bin.7","K01265",3
"L003_bin.7","K03076",3
"L003_bin.7","K02876",3
"L003_bin.7","K02907",3
"L003_bin.7","K02988",3
"L003_bin.7","K02881",3
"L003_bin.7","K02933",3
"L003_bin.7","K02994",3
"L003_bin.7","K02954",3
"L003_bin.7","K02931",3
"L003_bin.7","K02895",3
"L003_bin.7","K02874",3
"L003_bin.7","K02961",3
"L003_bin.7","K02878",3
"L003_bin.7","K01586",3
"L003_bin.7","K03797",3
"L003_bin.7","K00954",3
"L003_bin.7","K18691",3
"L003_bin.7","K09924",3
"L003_bin.7","K02548",3
"L003_bin.7","K01470",3
"L003_bin.7","K07322",3
"L003_bin.7","K07124",3
"L003_bin.7","K01451",3
"L003_bin.7","K01259",3
"L003_bin.7","K21572",3
"L003_bin.7","K21573",3
"L003_bin.7","K07165",3
"L003_bin.7","K03088",3
"L003_bin.7","K03803",3
"L003_bin.7","K03616",3
"L003_bin.7","K03615",3
"L003_bin.7","K03614",3
"L003_bin.7","K03612",3
"L003_bin.7","K03613",3
"L003_bin.7","K03617",3
"L003_bin.7","K05516",3
"L003_bin.7","K06182",3
"L003_bin.7","K09155",3
"L003_bin.7","K03817",3
"L003_bin.7","K05275",3
"L003_bin.7","K00849",3
"L003_bin.7","K02429",3
"L003_bin.7","K01785",3
"L003_bin.7","K03699",3
"L003_bin.7","K00859",3
"L003_bin.7","K03210",3
"L003_bin.7","K03625",3
"L003_bin.7","K12373",3
"L003_bin.7","K02897",3
"L003_bin.7","K01056",3
"L003_bin.7","K04762",3
"L003_bin.7","K05979",3
"L003_bin.7","K01950",3
"L003_bin.7","K07102",3
"L003_bin.7","K00992",3
"L003_bin.7","K01787",3
"L003_bin.7","K07462",3
"L003_bin.7","K06213",3
"L003_bin.7","K11927",3
"L003_bin.7","K03569",3
"L003_bin.7","K00602",3
"L003_bin.7","K25026",3
"L003_bin.7","K05825",3
"L003_bin.7","K01912",3
"L003_bin.7","K00180",3
"L003_bin.7","K00179",3
"L003_bin.7","K00962",3
"L003_bin.7","K07317",3
"L003_bin.7","K03701",3
"L003_bin.7","K03455",3
"L003_bin.7","K20509",3
"L003_bin.7","K01537",3
"L003_bin.7","K08307",3
"L003_bin.7","K03497",3
"L003_bin.7","K03496",3
"L003_bin.7","K07482",3
"L003_bin.7","K11065",3
"L003_bin.7","K03701",3
"L003_bin.7","K08307",3
"L003_bin.7","K01610",3
"L003_bin.7","K07263",3
"L003_bin.7","K01872",3
"L003_bin.7","K07568",3
"L003_bin.7","K01866",3
"L003_bin.7","K01235",3
"L003_bin.7","K01805",3
"L003_bin.7","K05970",3
"L003_bin.7","K06113",3
"L003_bin.7","K03043",3
"L003_bin.7","K03046",3
"L003_bin.7","K03561",3
"L003_bin.7","K03424",3
"L003_bin.7","K03832",3
"L003_bin.7","K00760",3
"L003_bin.7","K01338",3
"L003_bin.7","K07301",3
"L003_bin.7","K03088",3
"L003_bin.7","K04079",3
"L003_bin.7","K07058",3
"L003_bin.7","K02066",3
"L003_bin.7","K02065",3
"L003_bin.7","K09013",3
"L003_bin.7","K09015",3
"L003_bin.7","K03088",3
"L003_bin.7","K04773",3
"L003_bin.7","K00912",3
"L003_bin.7","K03783",3
"L003_bin.7","K17686",3
"L003_bin.7","K03742",3
"L003_bin.7","K01875",3
"L003_bin.7","K04075",3
"L003_bin.7","K01889",3
"L003_bin.7","K06001",3
"L003_bin.7","K00029",3
"L003_bin.7","K00033",3
"L003_bin.7","K07146",3
"L003_bin.7","K05989",3
"L003_bin.7","K05989",3
"L003_bin.7","K22247",3
"L003_bin.7","K24258",3
"L003_bin.7","K07104",3
"L003_bin.7","K03734",3
"L003_bin.7","K01876",3
"L003_bin.7","K18236",3
"L003_bin.7","K19350",3
"L003_bin.7","K19271",3
"L003_bin.7","K01051",3
"L003_bin.7","K15532",3
"L003_bin.7","K07462",3
"L003_bin.7","K03665",3
"L003_bin.7","K06287",3
"L003_bin.7","K05979",3
"L003_bin.7","K01284",3
"L003_bin.7","K21572",3
"L003_bin.7","K21573",3
"L003_bin.7","K01752",3
"L003_bin.7","K07175",3
"L003_bin.7","K14742",3
"L003_bin.7","K03113",3
"L003_bin.7","K03650",3
"L003_bin.7","K03113",3
"L003_bin.7","K03930",3
"L003_bin.7","K06975",3
"L003_bin.7","K04095",3
"L003_bin.7","K04095",3
"L003_bin.7","K01933",3
"L003_bin.7","K02835",3
"L003_bin.7","K01591",3
"L003_bin.7","K00721",3
"L003_bin.7","K01465",3
"L003_bin.7","K01735",3
"L003_bin.7","K03427",3
"L003_bin.7","K01154",3
"L003_bin.7","K03517",3
"L003_bin.7","K05592",3
"L003_bin.7","K04077",3
"L003_bin.7","K14742",3
"L003_bin.7","K00275",3
"L003_bin.7","K09810",3
"L003_bin.7","K02003",3
"L003_bin.7","K01303",3
"L003_bin.7","K02004",3
"L003_bin.7","K12340",3
"L003_bin.7","K03585",3
"L003_bin.7","K06987",3
"L003_bin.7","K20999",3
"L003_bin.7","K09955",3
"L003_bin.7","K01955",3
"L003_bin.7","K02935",3
"L003_bin.7","K02864",3
"L003_bin.7","K02863",3
"L003_bin.7","K02867",3
"L003_bin.7","K02601",3
"L003_bin.7","K02358",3
"L003_bin.7","K02856",3
"L003_bin.7","K01813",3
"L003_bin.7","K00848",3
"L003_bin.7","K05970",3
"L003_bin.7","K09992",3
"L003_bin.7","K02335",3
"L003_bin.7","K00688",3
"L003_bin.7","K01818",3
"L003_bin.7","K02431",3
"L003_bin.7","K02429",3
"L003_bin.7","K03079",3
"L003_bin.7","K01961",3
"L003_bin.7","K03546",3
"L003_bin.7","K01190",3
"L003_bin.7","K03629",3
"L003_bin.7","K03075",3
"L003_bin.7","K03643",3
"L003_bin.7","K01246",3
"L003_bin.7","K07454",3
"L003_bin.7","K07483",3
"L003_bin.7","K19784",3
"L003_bin.7","K03310",3
"L003_bin.7","K03570",3
"L003_bin.7","K05515",3
"L003_bin.7","K01874",3
"L003_bin.7","K00294",3
"L003_bin.7","K00945",3
"L003_bin.7","K03527",3
"L003_bin.7","K00850",3
"L003_bin.7","K05606",3
"L003_bin.7","K07491",3
"L003_bin.7","K04069",3
"L003_bin.7","K00656",3
"L003_bin.7","K21572",3
"L003_bin.7","K07116",3
"L003_bin.7","K00215",3
"L003_bin.7","K03100",3
"L003_bin.7","K03559",3
"L003_bin.7","K06871",3
"L003_bin.7","K15977",3
"L003_bin.7","K03773",3
"L003_bin.7","K01802",3
"L003_bin.7","K03773",3
"L003_bin.7","K01802",3
"L003_bin.7","K12410",3
"L003_bin.7","K03040",3
"L003_bin.7","K02879",3
"L003_bin.7","K03885",3
"L003_bin.7","K07040",3
"L003_bin.7","K02911",3
"L003_bin.7","K00648",3
"L003_bin.7","K00278",3
"L003_bin.7","K00796",3
"L003_bin.7","K18672",3
"L003_bin.7","K06933",3
"L003_bin.7","K01951",3
"L003_bin.7","K07037",3
"L003_bin.7","K04077",3
"L003_bin.7","K04078",3
"L003_bin.7","K26288",3
"L003_bin.7","K15923",3
"L003_bin.7","K04079",3
"L003_bin.7","K00867",3
"L003_bin.7","K02503",3
"L003_bin.7","K03624",3
"L003_bin.7","K06911",3
"L003_bin.7","K01424",3
"L003_bin.7","K22934",3
"L003_bin.7","K01812",3
"L003_bin.7","K03465",3
"L003_bin.7","K18590",3
"L003_bin.7","K00287",3
"L003_bin.7","K14060",3
"L003_bin.7","K07498",3
"L003_bin.7","K03292",3
"L003_bin.7","K05349",3
"L003_bin.7","K03111",3
"L003_bin.7","K03699",3
"L003_bin.7","K06133",3
"L003_bin.7","K02357",3
"L003_bin.7","K01354",3
"L003_bin.7","K16055",3
"L003_bin.7","K00697",3
"L003_bin.7","K03442",3
"L003_bin.7","K07054",3
"L003_bin.7","K01759",3
"L003_bin.7","K06188",3
"L003_bin.7","K00208",3
"L003_bin.7","K01190",3
"L003_bin.7","K03839",3
"L003_bin.7","K11753",3
"L003_bin.7","K06221",3
"L003_bin.7","K21572",3
"L003_bin.7","K03781",3
"L003_bin.7","K07133",3
"L003_bin.7","K06156",3
