"mag_id","cluster","ORF","KO","description","B","C","COG_category","CAZy"
"L080_bin.38","Group 5","L080_bin.38_314940_5","K05343","maltose alpha-D-glucosyltransferase / alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L080_bin.38","Group 5","L080_bin.38_38063_2","K06044","(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L080_bin.38","Group 5","L080_bin.38_419659_2","K01214","isoamylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L080_bin.38","Group 5","L080_bin.38_72403_1","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L081_bin.10","Group 1","L081_bin.10_155876_1","K01214","isoamylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.10","Group 1","L081_bin.10_215297_54","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L081_bin.10","Group 1","L081_bin.10_361113_2","K01176","malS; alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L081_bin.10","Group 1","L081_bin.10_393998_8","K05349","beta-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH3"
"L081_bin.10","Group 1","L081_bin.10_440808_54","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.10","Group 1","L081_bin.10_560616_16","K01200","pullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.12","Group 1","L081_bin.12_395631_2","K01214","isoamylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.12","Group 1","L081_bin.12_68309_5","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L081_bin.18","Group 1","L081_bin.18_209293_9","K01176","malS; alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.18","Group 1","L081_bin.18_286224_11","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L081_bin.18","Group 1","L081_bin.18_296763_7","K01193","beta-fructofuranosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH32"
"L081_bin.18","Group 1","L081_bin.18_386266_4","K01182","oligo-1,6-glucosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH13"
"L081_bin.18","Group 1","L081_bin.18_408670_15","K01187","alpha-glucosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH13,GH31"
"L081_bin.18","Group 1","L081_bin.18_4906_5","K01208","nplT; cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L081_bin.18","Group 1","L081_bin.18_524696_9","K00690","sucrose phosphorylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH13"
"L081_bin.18","Group 1","L081_bin.18_90446_2","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.36","Group 3","L081_bin.36_103766_1","K00688","glycogen phosphorylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH65,GT3,GT35"
"L081_bin.36","Group 3","L081_bin.36_110190_2","K12373","hexosaminidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH20"
"L081_bin.36","Group 3","L081_bin.36_275310_14","K05349","beta-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH3"
"L081_bin.36","Group 3","L081_bin.36_378318_1","K01198","xylan 1,4-beta-xylosidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH43,GH51"
"L081_bin.36","Group 3","L081_bin.36_391257_7","K01201","glucosylceramidase","Lipid metabolism"," Sphingolipid metabolism","G","GH30"
"L081_bin.36","Group 3","L081_bin.36_392148_10","K01186","sialidase-1","Lipid metabolism"," Sphingolipid metabolism","G","GH33"
"L081_bin.36","Group 3","L081_bin.36_458673_9","K01183","chitinase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH18"
"L081_bin.36","Group 3","L081_bin.36_487909_14","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.36","Group 3","L081_bin.36_48876_8","K17108","non-lysosomal glucosylceramidase","Lipid metabolism"," Sphingolipid metabolism","G","GH116"
"L081_bin.36","Group 3","L081_bin.36_538872_8","K07405","alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L081_bin.36","Group 3","L081_bin.36_546400_3","K01200","pullulanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.36","Group 3","L081_bin.36_546400_4","K21574","glucan 1,4-alpha-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH31,GH97"
"L081_bin.36","Group 3","L081_bin.36_546400_5","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L081_bin.36","Group 3","L081_bin.36_572799_10","K01218","mannan endo-1,4-beta-mannosidase","Carbohydrate metabolism"," Fructose and mannose metabolism","G","GH26"
"L081_bin.38","Group 2","L081_bin.38_182268_1","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L081_bin.38","Group 2","L081_bin.38_19082_2","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L081_bin.38","Group 2","L081_bin.38_435210_1","K07405","alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L081_bin.4","Group 5","L081_bin.4_328433_2","K07405","alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L081_bin.4","Group 5","L081_bin.4_65611_1","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L082_bin.12","Group 4","L082_bin.12_242632_2","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L082_bin.12","Group 4","L082_bin.12_299202_1","K01070","fghA; S-formylglutathione hydrolase","Energy metabolism"," Methane metabolism","S","CE1"
"L082_bin.12","Group 4","L082_bin.12_489269_2","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L082_bin.18","Group 1","L082_bin.18_485551_2","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L082_bin.19","Group 4","L082_bin.19_104621_3","K01070","fghA; S-formylglutathione hydrolase","Energy metabolism"," Methane metabolism","S","CE1"
"L082_bin.19","Group 4","L082_bin.19_110953_6","K01201","glucosylceramidase","Lipid metabolism"," Sphingolipid metabolism","G","GH30"
"L082_bin.19","Group 4","L082_bin.19_110953_7","K05349","beta-glucosidase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH3"
"L082_bin.19","Group 4","L082_bin.19_411669_6","K12373","hexosaminidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH20"
"L082_bin.25","Group 4","L082_bin.25_190094_30","K01070","fghA; S-formylglutathione hydrolase","Energy metabolism"," Methane metabolism","S","CE1"
"L082_bin.26","Group 4","L082_bin.26_359843_4","K01070","fghA; S-formylglutathione hydrolase","Energy metabolism"," Methane metabolism","S","CE1"
"L082_bin.27","Group 4","L082_bin.27_360595_1","K01070","fghA; S-formylglutathione hydrolase","Energy metabolism"," Methane metabolism","S","CE1"
"L082_bin.3","Group 3","L082_bin.3_159427_13","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L082_bin.3","Group 3","L082_bin.3_159427_16","K07405","alpha-amylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH57"
"L082_bin.3","Group 3","L082_bin.3_205526_17","K00705","4-alpha-glucanotransferase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH77"
"L082_bin.3","Group 3","L082_bin.3_379329_13","K00688","glycogen phosphorylase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH65,GT3,GT35"
"L082_bin.3","Group 3","L082_bin.3_399070_11","K01179","endoglucanase","Carbohydrate metabolism"," Starch and sucrose metabolism","G","GH5,GH9"
"L082_bin.9","Group 3","L082_bin.9_200089_1","K12373","hexosaminidase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH20"
"L082_bin.9","Group 3","L082_bin.9_223844_1","K00700","1,4-alpha-glucan branching enzyme","Carbohydrate metabolism"," Starch and sucrose metabolism","G","CBM48,GH13"
"L082_bin.9","Group 3","L082_bin.9_376446_2","K01183","chitinase","Carbohydrate metabolism"," Amino sugar and nucleotide sugar metabolism","G","GH18"
"L082_bin.9","Group 3","L082_bin.9_510902_4","K01186","sialidase-1","Lipid metabolism"," Sphingolipid metabolism","G","GH33"
"L082_bin.9","Group 3","L082_bin.9_62952_1","K01187","alpha-glucosidase","Carbohydrate metabolism"," Galactose metabolism","G","GH31"
NA,NA,"L001_bin.10_228894_2",NA,NA,NA,NA,"G","CBM48,GH13"
"L001_bin.14","Group 3","L001_bin.14_180219_1","K18201","hydroxylysine kinase","Amino acid metabolism","Lysine degradation","E","-"
"L001_bin.14","Group 3","L001_bin.14_269948_2","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L001_bin.14","Group 3","L001_bin.14_321107_1","K10536","agmatine deiminase","Amino acid metabolism","Arginine and proline metabolism","E","-"
"L003_bin.25","Group 3","L003_bin.25_207415_1","K01658","anthranilate synthase component II","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","EH","-"
"L003_bin.31","Group 3","L003_bin.31_262069_30","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L003_bin.31","Group 3","L003_bin.31_289500_1","K10536","agmatine deiminase","Amino acid metabolism","Arginine and proline metabolism","E","-"
"L003_bin.3","Group 5","L003_bin.3_438661_5","K04486","histidinol-phosphatase (PHP family)","Amino acid metabolism","Histidine metabolism","EU","-"
"L003_bin.7","Group 3","L003_bin.7_93634_3","K01451","hippurate hydrolase","Amino acid metabolism","Phenylalanine metabolism","S","-"
"L003_bin.7","Group 3","L003_bin.7_93634_5","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","S","-"
"L004_bin.13","Group 3","L004_bin.13_146059_8","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L004_bin.13","Group 3","L004_bin.13_497023_19","K18201","hydroxylysine kinase","Amino acid metabolism","Lysine degradation","E","-"
"L004_bin.14","Group 4","L004_bin.14_159524_1","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","I","-"
"L004_bin.16","Group 3","L004_bin.16_1809_3","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L004_bin.4","Group 4","L004_bin.4_35493_4","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L005_bin.1","Group 3","L005_bin.1_304296_2","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L005_bin.3","Group 3","L005_bin.3_252680_4","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L005_bin.3","Group 3","L005_bin.3_374805_5","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","S","-"
"L005_bin.3","Group 3","L005_bin.3_434027_1","K01658","anthranilate synthase component II","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","EH","-"
"L005_bin.7","Group 4","L005_bin.7_128315_13","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L005_bin.7","Group 4","L005_bin.7_1598_19","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L005_bin.7","Group 4","L005_bin.7_266197_5","K01438","acetylornithine deacetylase","Amino acid metabolism","Arginine biosynthesis","E","-"
"L005_bin.7","Group 4","L005_bin.7_40877_6","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","E","-"
"L036_bin.17","Group 1","L036_bin.17_302550_5","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L036_bin.19","Group 1","L036_bin.19_79459_4","K05831","[amino group carrier protein]-lysine/ornithine hydrolase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L036_bin.20","Group 1","L036_bin.20_188262_15","K01658","anthranilate synthase component II","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","EH","-"
"L036_bin.25","Group 3","L036_bin.25_378347_2","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L036_bin.2","Group 1","L036_bin.2_207752_10","K01438","acetylornithine deacetylase","Amino acid metabolism","Arginine biosynthesis","E","-"
"L038_bin.16","Group 1","L038_bin.16_216334_10","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L038_bin.16","Group 1","L038_bin.16_44397_3","K15783","ectoine hydrolase","Amino acid metabolism","Glycine, serine and threonine metabolism","E","-"
"L038_bin.16","Group 1","L038_bin.16_456570_5","K01438","acetylornithine deacetylase","Amino acid metabolism","Arginine biosynthesis","E","-"
"L038_bin.16","Group 1","L038_bin.16_495695_1","K05823","N-acetyldiaminopimelate deacetylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L038_bin.25","Group 1","L038_bin.25_82414_6","K01438","acetylornithine deacetylase","Amino acid metabolism","Arginine biosynthesis","E","-"
"L039_bin.10","Group 4","L039_bin.10_3161_4","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","E","-"
"L039_bin.13","Group 5","L039_bin.13_242729_41","K01658","anthranilate synthase component II","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","EH","-"
"L039_bin.13","Group 5","L039_bin.13_382877_44","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L039_bin.13","Group 5","L039_bin.13_526669_13","K01438","acetylornithine deacetylase","Amino acid metabolism","Arginine biosynthesis","E","-"
"L039_bin.7","Group 4","L039_bin.7_195146_32","K01658","anthranilate synthase component II","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","EH","-"
"L039_bin.7","Group 4","L039_bin.7_202552_17","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L040_bin.16","Group 5","L040_bin.16_120790_15","K00827","alanine-glyoxylate transaminase / (R)-3-amino-2-methylpropionate-pyruvate transaminase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","H","-"
"L040_bin.16","Group 5","L040_bin.16_365334_40","K01438","acetylornithine deacetylase","Amino acid metabolism","Arginine biosynthesis","E","-"
"L040_bin.20","Group 4","L040_bin.20_255957_9","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L040_bin.20","Group 4","L040_bin.20_498606_4","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L040_bin.21","Group 5","L040_bin.21_46004_3","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","E","-"
"L040_bin.7","Group 4","L040_bin.7_495511_10","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L040_bin.7","Group 4","L040_bin.7_539871_14","K01451","hippurate hydrolase","Amino acid metabolism","Phenylalanine metabolism","S","-"
"L040_bin.9","Group 4","L040_bin.9_223239_2","K01451","hippurate hydrolase","Amino acid metabolism","Phenylalanine metabolism","S","-"
"L040_bin.9","Group 4","L040_bin.9_45871_21","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L078_bin.17","Group 3","L078_bin.17_236005_4","K01658","anthranilate synthase component II","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","EH","-"
"L078_bin.17","Group 3","L078_bin.17_236005_50","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L078_bin.34","Group 3","L078_bin.34_122573_30","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","E","-"
"L078_bin.34","Group 3","L078_bin.34_136668_4","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L078_bin.37","Group 2","L078_bin.37_4977_1","K01658","anthranilate synthase component II","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","E","-"
"L078_bin.9","Group 3","L078_bin.9_184306_3","K01658","anthranilate synthase component II","Amino acid metabolism","Phenylalanine, tyrosine and tryptophan biosynthesis","EH","-"
"L080_bin.38","Group 5","L080_bin.38_3018_17","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L081_bin.12","Group 1","L081_bin.12_138684_21","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","I","-"
"L082_bin.19","Group 4","L082_bin.19_197179_1","K01259","proline iminopeptidase","Amino acid metabolism","Arginine and proline metabolism","E","-"
"L082_bin.19","Group 4","L082_bin.19_343021_4","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L082_bin.19","Group 4","L082_bin.19_394631_3","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L082_bin.25","Group 4","L082_bin.25_38635_11","K01451","hippurate hydrolase","Amino acid metabolism","Phenylalanine metabolism","S","-"
"L082_bin.25","Group 4","L082_bin.25_96927_1","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L082_bin.26","Group 4","L082_bin.26_203399_5","K01451","hippurate hydrolase","Amino acid metabolism","Phenylalanine metabolism","S","-"
"L082_bin.26","Group 4","L082_bin.26_439730_2","K01439","succinyl-diaminopimelate desuccinylase","Amino acid metabolism","Lysine biosynthesis","E","-"
"L082_bin.26","Group 4","L082_bin.26_80959_15","K01438","acetylornithine deacetylase","Amino acid metabolism","Arginine biosynthesis","E","-"
"L082_bin.3","Group 3","L082_bin.3_205526_18","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L082_bin.9","Group 3","L082_bin.9_238796_2","K13051","L-asparaginase / beta-aspartyl-peptidase","Amino acid metabolism","Alanine, aspartate and glutamate metabolism","E","-"
"L001_bin.13","Group 1","L001_bin.13_58005_5","K01054","acylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","I","-"
"L001_bin.14","Group 3","L001_bin.14_326679_1","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L001_bin.2","Group 1","L001_bin.2_384761_2","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L003_bin.31","Group 3","L003_bin.31_245984_39","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L004_bin.13","Group 3","L004_bin.13_501068_2","K01058","phospholipase A1/A2","Lipid metabolism","Glycerophospholipid metabolism","M","-"
"L004_bin.14","Group 4","L004_bin.14_311963_1","K06132","cardiolipin synthase C","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L004_bin.4","Group 4","L004_bin.4_424384_13","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L005_bin.3","Group 3","L005_bin.3_161577_3","K06132","cardiolipin synthase C","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L005_bin.7","Group 4","L005_bin.7_68881_4","K01048","lysophospholipase","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L036_bin.10","Group 5","L036_bin.10_436722_4","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L036_bin.11","Group 1","L036_bin.11_325633_6","K01048","lysophospholipase","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L036_bin.20","Group 1","L036_bin.20_184051_10","K01054","acylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","I","-"
"L036_bin.22","Group 5","L036_bin.22_137209_1","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L036_bin.25","Group 3","L036_bin.25_250653_2","K01058","phospholipase A1/A2","Lipid metabolism","Glycerophospholipid metabolism","M","-"
"L038_bin.11","Group 1","L038_bin.11_187902_2","K01054","acylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","I","-"
"L038_bin.11","Group 1","L038_bin.11_215088_1","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","N","-"
"L038_bin.16","Group 1","L038_bin.16_492056_6","K01048","lysophospholipase","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L038_bin.23","Group 1","L038_bin.23_418676_1","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","M","-"
"L038_bin.25","Group 1","L038_bin.25_281096_25","K01054","acylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","I","-"
"L039_bin.10","Group 4","L039_bin.10_377294_2","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L039_bin.4","Group 5","L039_bin.4_565350_35","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L039_bin.7","Group 4","L039_bin.7_249966_29","K01115","phospholipase D1/2","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L040_bin.10","Group 3","L040_bin.10_130335_9","K01054","acylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","I","-"
"L040_bin.16","Group 5","L040_bin.16_211421_25","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L040_bin.16","Group 5","L040_bin.16_262504_5","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L040_bin.16","Group 5","L040_bin.16_365334_29","K01058","phospholipase A1/A2","Lipid metabolism","Glycerophospholipid metabolism","M","-"
"L040_bin.20","Group 4","L040_bin.20_364791_14","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L040_bin.21","Group 5","L040_bin.21_181099_20","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L040_bin.7","Group 4","L040_bin.7_205766_4","K06132","cardiolipin synthase C","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L078_bin.10","Group 3","L078_bin.10_247414_15","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L078_bin.10","Group 3","L078_bin.10_306973_27","K01054","acylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","I","-"
"L078_bin.9","Group 3","L078_bin.9_20649_6","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L080_bin.38","Group 5","L080_bin.38_178035_4","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L081_bin.18","Group 1","L081_bin.18_136301_2","K01048","lysophospholipase","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L081_bin.18","Group 1","L081_bin.18_202880_17","K01054","acylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","I","-"
"L081_bin.36","Group 3","L081_bin.36_205703_2","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","M","-"
"L081_bin.38","Group 2","L081_bin.38_485070_4","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L082_bin.12","Group 4","L082_bin.12_130011_5","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L082_bin.12","Group 4","L082_bin.12_196219_6","K06132","cardiolipin synthase C","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L082_bin.19","Group 4","L082_bin.19_188267_1","K06131","cardiolipin synthase A/B","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L082_bin.19","Group 4","L082_bin.19_284377_3","K10804","acyl-CoA thioesterase I","Lipid metabolism","Biosynthesis of unsaturated fatty acids","E","-"
"L082_bin.25","Group 4","L082_bin.25_116273_4","K06132","cardiolipin synthase C","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L082_bin.25","Group 4","L082_bin.25_466417_23","K01058","phospholipase A1/A2","Lipid metabolism","Glycerophospholipid metabolism","M","-"
"L082_bin.26","Group 4","L082_bin.26_234112_2","K01054","acylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","I","-"
"L082_bin.26","Group 4","L082_bin.26_431460_8","K01046","triacylglycerol lipase","Lipid metabolism","Glycerolipid metabolism","S","-"
"L082_bin.26","Group 4","L082_bin.26_476285_8","K01058","phospholipase A1/A2","Lipid metabolism","Glycerophospholipid metabolism","M","-"
"L082_bin.27","Group 4","L082_bin.27_521501_2","K06132","cardiolipin synthase C","Lipid metabolism","Glycerophospholipid metabolism","I","-"
"L082_bin.27","Group 4","L082_bin.27_83037_3","K01058","phospholipase A1/A2","Lipid metabolism","Glycerophospholipid metabolism","M","-"
"L001_bin.13","Group 1","L001_bin.13_285244_96","K00027","maeA; malate dehydrogenase (oxaloacetate-decarboxylating)","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L001_bin.13","Group 1","L001_bin.13_55624_4","K00625","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L001_bin.13","Group 1","L001_bin.13_55624_5","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L001_bin.13","Group 1","L001_bin.13_77243_24","K01962","acetyl-CoA carboxylase carboxyl transferase subunit alpha","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L001_bin.13","Group 1","L001_bin.13_77243_25","K01961","acetyl-CoA carboxylase, biotin carboxylase subunit","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L001_bin.13","Group 1","L001_bin.13_77243_27","K02160","acetyl-CoA carboxylase biotin carboxyl carrier protein","Carbohydrate metabolism","Pyruvate metabolism","CI","-"
"L001_bin.13","Group 1","L001_bin.13_77907_9","K00656","formate C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
"L001_bin.14","Group 3","L001_bin.14_157263_1","K01907","acetoacetyl-CoA synthetase","Carbohydrate metabolism","Butanoate metabolism","I","-"
"L001_bin.14","Group 3","L001_bin.14_237920_1","K00626","acetyl-CoA C-acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","I","-"
"L001_bin.14","Group 3","L001_bin.14_4532_1","K00925","acetate kinase","Carbohydrate metabolism","Pyruvate metabolism","F","-"
"L001_bin.14","Group 3","L001_bin.14_93999_5","K13788","phosphate acetyltransferase","Carbohydrate metabolism","Pyruvate metabolism","C","-"
